org.eclipse.emf.codegen.util.CodeGenUtil	public static Set<java.lang.String> getJavaDefaultTypes() 	result	B2	0/88
org.eclipse.emf.ecore.xml.type.impl.XMLTypePackageImpl	public void initializePackageContents() 	xmlTypeDocumentRootEClass	B1	0/18
org.eclipse.emf.ecore.xml.type.impl.XMLTypePackageImpl	public void initializePackageContents() 	xmlTypeDocumentRootEClass	B3	0/18
org.eclipse.emf.importer.rose.builder.RoseEcoreBuilder	protected void setEAttributeProperties(org.eclipse.emf.importer.rose.parser.RoseNode, org.eclipse.emf.ecore.EAttribute) 	eAttribute	B1	0/18
org.eclipse.emf.importer.rose.builder.RoseEcoreBuilder	protected void setEAttributeProperties(org.eclipse.emf.importer.rose.parser.RoseNode, org.eclipse.emf.ecore.EAttribute) 	roseUtil	B1	0/18
org.eclipse.emf.importer.rose.builder.RoseEcoreBuilder	protected void visitOperation(org.eclipse.emf.importer.rose.parser.RoseNode, java.lang.String, java.lang.String, java.lang.String, java.lang.Object) 	eOperation	B1	0/18
org.eclipse.emf.importer.rose.builder.RoseEcoreBuilder	protected void visitOperation(org.eclipse.emf.importer.rose.parser.RoseNode, java.lang.String, java.lang.String, java.lang.String, java.lang.Object) 	eOperation	B3	0/12
org.eclipse.emf.codegen.merge.java.JPatternDictionary	protected boolean visit(org.eclipse.emf.codegen.merge.java.facade.JCompilationUnit) 	contents	B2	0/18
org.eclipse.emf.codegen.merge.java.JPatternDictionary	protected boolean visit(org.eclipse.emf.codegen.merge.java.facade.JCompilationUnit) 	contents	B3	0/15
org.eclipse.emf.codegen.merge.java.JPatternDictionary	protected boolean visit(org.eclipse.emf.codegen.merge.java.facade.JCompilationUnit) 	contents	B12	0/2
org.eclipse.emf.importer.java.builder.JavaEcoreBuilder	protected void analyzeType(org.eclipse.emf.codegen.merge.java.facade.JType) 	superClass	B20	0/18
org.eclipse.emf.importer.java.builder.JavaEcoreBuilder	protected void analyzeType(org.eclipse.emf.codegen.merge.java.facade.JType) 	superType	B20	0/18
org.eclipse.emf.codegen.ecore.genmodel.impl.GenModelImpl	public List<java.lang.String> getEditorRequiredPlugins() 	genPackage	B3	0/17
org.eclipse.emf.ecore.xmi.impl.XMLHelperImpl	protected void addNSDeclaration(java.lang.String, java.lang.String) 	prefixesToURIs	B2	0/17
org.eclipse.emf.ecore.xmi.impl.XMLHelperImpl	protected void addNSDeclaration(java.lang.String, java.lang.String) 	prefixesToURIs	B3	0/15
org.eclipse.emf.ecore.xmi.impl.XMLHelperImpl	protected void addNSDeclaration(java.lang.String, java.lang.String) 	prefixesToURIs	B4	0/12
org.eclipse.emf.codegen.ecore.generator.Generator	private List<org.eclipse.emf.codegen.ecore.generator.Generator.GeneratorData> getGeneratorData(java.lang.Object, java.lang.Object, boolean, boolean, boolean, Set<java.lang.Object>) 	i	B2	0/16
org.eclipse.emf.codegen.ecore.generator.Generator	private List<org.eclipse.emf.codegen.ecore.generator.Generator.GeneratorData> getGeneratorData(java.lang.Object, java.lang.Object, boolean, boolean, boolean, Set<java.lang.Object>) 	objects	B2	0/16
org.eclipse.emf.codegen.ecore.generator.Generator	private List<org.eclipse.emf.codegen.ecore.generator.Generator.GeneratorData> getGeneratorData(java.lang.Object, java.lang.Object, boolean, boolean, boolean, Set<java.lang.Object>) 	skipFirst	B2	0/16
org.eclipse.emf.codegen.ecore.genmodel.impl.GenBaseImpl.UniqueNameHelper	protected boolean add(java.lang.Object) 	name	B1	0/16
org.eclipse.emf.codegen.ecore.genmodel.impl.GenBaseImpl.UniqueNameHelper	protected boolean add(java.lang.Object) 	name	B3	0/16
org.eclipse.emf.codegen.jmerge.JMerger	protected void pullTargetCompilationUnit() 	jControlModel	B3	0/16
org.eclipse.emf.edit.command.DragAndDropCommand	protected boolean prepareDropMoveInsert(java.lang.Object, Collection<?>, int) 	compoundCommand	B4	0/16
org.eclipse.emf.importer.ModelImporterApplication	protected void adjustGenModel(org.eclipse.emf.common.util.Monitor) 	genModel	B1	0/16
org.eclipse.emf.importer.rose.RoseImporter	protected void traverseEPackages(org.eclipse.emf.importer.rose.builder.UnitTreeNode) 	ecoreFileName	B3	0/16
